tx_id,sender_account_id,receiver_account_id,amount,timestamp,is_fraud,case_id,is_synthetic
TX-000086,ACC-00837,ACC-00568,156.7,2026-08-20 09:00:00,0,,True
TX-000087,ACC-00962,ACC-00900,75.8,2026-09-07 09:00:00,0,,True
TX-000088,ACC-00761,ACC-00567,86.17,2026-08-31 17:00:00,0,,True
TX-000089,ACC-00216,ACC-00735,178.01,2026-08-19 16:00:00,0,,True
TX-000090,ACC-00874,ACC-00271,257.65,2026-09-02 11:00:00,0,,True
TX-000091,ACC-00095,ACC-00650,217.55,2026-09-02 11:00:00,0,,True
TX-000092,ACC-00004,ACC-00342,387.85,2026-08-21 04:00:00,0,,True
TX-000093,ACC-00166,ACC-00760,226.5,2026-08-18 23:00:00,0,,True
TX-000094,ACC-00575,ACC-00010,64.82,2026-08-10 14:00:00,0,,True
TX-000095,ACC-00926,ACC-00153,277.34,2026-08-15 01:00:00,0,,True
TX-000096,ACC-00597,ACC-00566,82.57,2026-09-06 11:00:00,0,,True
TX-000097,ACC-00316,ACC-00374,450.5,2026-08-16 11:00:00,0,,True
TX-000098,ACC-00921,ACC-00367,112.94,2026-09-02 15:00:00,0,,True
TX-000099,ACC-00106,ACC-00363,392.26,2026-08-12 23:00:00,0,,True
TX-000100,ACC-00998,ACC-00636,377.24,2026-08-12 05:00:00,0,,True
TX-000101,ACC-00886,ACC-00167,488.34,2026-08-16 07:00:00,0,,True
TX-000102,ACC-00903,ACC-00423,22.15,2026-08-18 02:00:00,0,,True
TX-000103,ACC-00802,ACC-00954,211.74,2026-08-19 13:00:00,0,,True
TX-000104,ACC-00831,ACC-00255,140.73,2026-08-15 14:00:00,0,,True
TX-000105,ACC-00111,ACC-00392,437.36,2026-08-13 21:00:00,0,,True
TX-000106,ACC-00228,ACC-00205,410.13,2026-08-27 01:00:00,0,,True
TX-000107,ACC-00313,ACC-00841,399.72,2026-09-03 05:00:00,0,,True
TX-000108,ACC-00025,ACC-00676,104.63,2026-08-31 04:00:00,0,,True
TX-000109,ACC-00886,ACC-00072,483.78,2026-09-02 01:00:00,0,,True
TX-000110,ACC-00657,ACC-00522,205.84,2026-08-14 19:00:00,0,,True
TX-000111,ACC-00340,ACC-00962,23.52,2026-08-13 04:00:00,0,,True
TX-000112,ACC-00183,ACC-00595,481.64,2026-09-02 11:00:00,0,,True
TX-000113,ACC-00112,ACC-00611,222.94,2026-08-18 02:00:00,0,,True
TX-000114,ACC-00447,ACC-00621,492.28,2026-09-07 00:00:00,0,,True
TX-000115,ACC-00922,ACC-00591,103.14,2026-09-08 14:00:00,0,,True
TX-000116,ACC-00447,ACC-00002,264.76,2026-08-15 19:00:00,0,,True
TX-000117,ACC-00704,ACC-00737,470.73,2026-08-17 15:00:00,0,,True
TX-000118,ACC-00202,ACC-00373,221.34,2026-08-10 15:00:00,0,,True
TX-000119,ACC-00943,ACC-00339,315.35,2026-08-20 09:00:00,0,,True
TX-000120,ACC-00738,ACC-00922,157.16,2026-08-31 15:00:00,0,,True
TX-000121,ACC-00419,ACC-00335,207.18,2026-08-31 19:00:00,0,,True
TX-000122,ACC-00131,ACC-00197,216.02,2026-08-11 00:00:00,0,,True
TX-000123,ACC-00694,ACC-00767,452.37,2026-08-21 18:00:00,0,,True
TX-000124,ACC-00309,ACC-00416,278.49,2026-09-10 03:00:00,0,,True
TX-000125,ACC-00294,ACC-00216,220.65,2026-08-22 17:00:00,0,,True
TX-000126,ACC-00671,ACC-00330,237.84,2026-08-26 15:00:00,0,,True
TX-000127,ACC-00219,ACC-00524,241.86,2026-08-12 13:00:00,0,,True
TX-000128,ACC-00174,ACC-00675,51.55,2026-08-24 15:00:00,0,,True
TX-000129,ACC-00649,ACC-00635,174.24,2026-08-15 05:00:00,0,,True
TX-000130,ACC-00689,ACC-00318,120.07,2026-09-04 08:00:00,0,,True
TX-000131,ACC-00026,ACC-00048,129.97,2026-08-25 17:00:00,0,,True
TX-000132,ACC-00871,ACC-00787,45.69,2026-08-27 16:00:00,0,,True
TX-000133,ACC-00590,ACC-00200,361.99,2026-08-28 21:00:00,0,,True
TX-000134,ACC-00410,ACC-00250,82.31,2026-08-19 12:00:00,0,,True
TX-000135,ACC-00915,ACC-00769,431.62,2026-08-13 09:00:00,0,,True
TX-000136,ACC-00798,ACC-00436,117.23,2026-08-15 14:00:00,0,,True
TX-000137,ACC-00531,ACC-00476,34.61,2026-09-03 09:00:00,0,,True
TX-000138,ACC-00468,ACC-00137,402.69,2026-08-19 20:00:00,0,,True
TX-000139,ACC-00573,ACC-00610,165.48,2026-08-16 22:00:00,0,,True
TX-000140,ACC-00628,ACC-00835,362.44,2026-08-24 23:00:00,0,,True
TX-000141,ACC-00851,ACC-00929,278.46,2026-08-13 07:00:00,0,,True
TX-000142,ACC-00762,ACC-00883,242.59,2026-09-02 05:00:00,0,,True
TX-000143,ACC-00861,ACC-00653,145.88,2026-08-16 20:00:00,0,,True
TX-000144,ACC-00497,ACC-00642,127.23,2026-08-27 10:00:00,0,,True
TX-000145,ACC-00731,ACC-00293,124.9,2026-08-31 02:00:00,0,,True
TX-000146,ACC-00915,ACC-00554,49.48,2026-09-06 05:00:00,0,,True
TX-000147,ACC-00393,ACC-00711,84.87,2026-09-04 10:00:00,0,,True
TX-000148,ACC-00425,ACC-00418,172.13,2026-08-26 23:00:00,0,,True
TX-000149,ACC-00064,ACC-00212,418.12,2026-08-28 18:00:00,0,,True
TX-000150,ACC-00969,ACC-00713,19.57,2026-08-12 18:00:00,0,,True
TX-000151,ACC-00390,ACC-00489,12.89,2026-08-30 03:00:00,0,,True
TX-000152,ACC-00772,ACC-00400,428.19,2026-08-10 23:00:00,0,,True
TX-000153,ACC-00552,ACC-00766,369.97,2026-08-15 17:00:00,0,,True
TX-000154,ACC-00920,ACC-00226,249.23,2026-09-01 23:00:00,0,,True
TX-000155,ACC-00498,ACC-00030,200.54,2026-08-19 15:00:00,0,,True
TX-000156,ACC-00818,ACC-00415,364.85,2026-08-14 22:00:00,0,,True
TX-000157,ACC-00942,ACC-00131,490.55,2026-08-24 12:00:00,0,,True
TX-000158,ACC-00929,ACC-00404,300.03,2026-08-20 12:00:00,0,,True
TX-000159,ACC-00086,ACC-00659,220.02,2026-08-13 22:00:00,0,,True
TX-000160,ACC-00187,ACC-00052,137.48,2026-08-31 06:00:00,0,,True
TX-000161,ACC-00466,ACC-00335,175.38,2026-08-13 00:00:00,0,,True
TX-000162,ACC-00285,ACC-00771,476.09,2026-08-28 04:00:00,0,,True
TX-000163,ACC-00855,ACC-00084,240.45,2026-08-17 19:00:00,0,,True
TX-000164,ACC-00054,ACC-00975,181.48,2026-08-21 10:00:00,0,,True
TX-000165,ACC-00800,ACC-00981,329.36,2026-08-17 12:00:00,0,,True
TX-000166,ACC-00973,ACC-00254,107.69,2026-09-09 17:00:00,0,,True
TX-000167,ACC-00157,ACC-00245,71.85,2026-08-20 09:00:00,0,,True
TX-000168,ACC-00578,ACC-00971,116.8,2026-08-19 04:00:00,0,,True
TX-000169,ACC-00786,ACC-00378,92.22,2026-08-21 13:00:00,0,,True
TX-000170,ACC-00736,ACC-00118,391.12,2026-09-05 03:00:00,0,,True
TX-000171,ACC-00111,ACC-00593,22.58,2026-08-31 18:00:00,0,,True
TX-000172,ACC-00694,ACC-00930,479.5,2026-08-28 14:00:00,0,,True
TX-000173,ACC-00204,ACC-00078,300.13,2026-08-14 16:00:00,0,,True
TX-000174,ACC-00249,ACC-00105,351.62,2026-08-31 15:00:00,0,,True
TX-000175,ACC-00615,ACC-00825,69.32,2026-08-23 11:00:00,0,,True
TX-000176,ACC-00356,ACC-00546,219.91,2026-08-30 10:00:00,0,,True
TX-000177,ACC-00519,ACC-00664,177.2,2026-08-13 23:00:00,0,,True
TX-000178,ACC-00843,ACC-00502,61.71,2026-08-11 01:00:00,0,,True
TX-000179,ACC-00651,ACC-00913,416.07,2026-08-19 08:00:00,0,,True
TX-000180,ACC-00446,ACC-00181,369.56,2026-08-10 16:00:00,0,,True
TX-000181,ACC-00277,ACC-00631,406.02,2026-08-23 21:00:00,0,,True
TX-000182,ACC-00477,ACC-00447,414.61,2026-08-23 04:00:00,0,,True
TX-000183,ACC-00331,ACC-00873,130.29,2026-08-12 10:00:00,0,,True
TX-000184,ACC-00286,ACC-00903,230.89,2026-08-16 22:00:00,0,,True
TX-000185,ACC-00584,ACC-00625,337.41,2026-08-31 12:00:00,0,,True
TX-000186,ACC-00507,ACC-00872,169.26,2026-08-26 06:00:00,0,,True
TX-000187,ACC-00364,ACC-00817,136.59,2026-09-01 17:00:00,0,,True
TX-000188,ACC-00719,ACC-00902,145.37,2026-09-09 20:00:00,0,,True
TX-000189,ACC-00971,ACC-00196,51.95,2026-08-17 23:00:00,0,,True
TX-000190,ACC-00501,ACC-00569,381.5,2026-08-18 21:00:00,0,,True
TX-000191,ACC-00662,ACC-00729,250.5,2026-08-16 12:00:00,0,,True
TX-000192,ACC-00096,ACC-00302,118.58,2026-08-19 05:00:00,0,,True
TX-000193,ACC-00314,ACC-00680,294.96,2026-08-25 19:00:00,0,,True
TX-000194,ACC-00544,ACC-00353,218.5,2026-08-17 19:00:00,0,,True
TX-000195,ACC-00339,ACC-00361,354.4,2026-09-02 03:00:00,0,,True
TX-000196,ACC-00258,ACC-00237,69.12,2026-09-04 02:00:00,0,,True
TX-000197,ACC-00123,ACC-00761,272.57,2026-08-16 14:00:00,0,,True
TX-000198,ACC-00190,ACC-00197,116.03,2026-08-26 04:00:00,0,,True
TX-000199,ACC-00742,ACC-00604,488.54,2026-08-24 17:00:00,0,,True
TX-000200,ACC-00290,ACC-00103,417.99,2026-09-01 05:00:00,0,,True
TX-000201,ACC-00370,ACC-00184,158.11,2026-08-18 19:00:00,0,,True
TX-000202,ACC-00130,ACC-00281,32.3,2026-09-08 19:00:00,0,,True
TX-000203,ACC-00300,ACC-00715,472.6,2026-08-20 21:00:00,0,,True
TX-000204,ACC-00106,ACC-00894,16.01,2026-08-31 21:00:00,0,,True
TX-000205,ACC-00491,ACC-00452,176.95,2026-08-11 11:00:00,0,,True
TX-000206,ACC-00259,ACC-00964,432.24,2026-09-07 10:00:00,0,,True
TX-000207,ACC-00411,ACC-00504,46.3,2026-08-20 15:00:00,0,,True
TX-000208,ACC-00055,ACC-00156,83.11,2026-08-23 03:00:00,0,,True
TX-000209,ACC-00088,ACC-00255,68.04,2026-08-16 23:00:00,0,,True
TX-000210,ACC-00621,ACC-00611,397.46,2026-09-02 20:00:00,0,,True
TX-000211,ACC-00390,ACC-00462,455.17,2026-08-31 18:00:00,0,,True
TX-000212,ACC-00440,ACC-00313,288.63,2026-09-08 17:00:00,0,,True
TX-000213,ACC-00984,ACC-00758,58.62,2026-08-17 06:00:00,0,,True
TX-000214,ACC-00641,ACC-00217,139.68,2026-09-08 07:00:00,0,,True
TX-000215,ACC-00246,ACC-00178,280.48,2026-09-05 12:00:00,0,,True
TX-000216,ACC-00419,ACC-00462,347.79,2026-08-26 03:00:00,0,,True
TX-000217,ACC-00034,ACC-00238,151.17,2026-08-31 14:00:00,0,,True
TX-000218,ACC-00881,ACC-00465,44.88,2026-09-03 04:00:00,0,,True
TX-000219,ACC-00807,ACC-00811,316.28,2026-08-20 06:00:00,0,,True
TX-000220,ACC-00436,ACC-00118,276.84,2026-08-21 08:00:00,0,,True
TX-000221,ACC-00931,ACC-00273,415.05,2026-09-08 11:00:00,0,,True
TX-000222,ACC-00170,ACC-00812,160.73,2026-08-17 18:00:00,0,,True
TX-000223,ACC-00944,ACC-00296,225.19,2026-08-26 14:00:00,0,,True
TX-000224,ACC-00312,ACC-00717,207.23,2026-09-01 20:00:00,0,,True
TX-000225,ACC-00553,ACC-00506,224.5,2026-08-22 11:00:00,0,,True
TX-000226,ACC-00911,ACC-00443,369.92,2026-08-22 04:00:00,0,,True
TX-000227,ACC-00027,ACC-00094,122.17,2026-08-19 18:00:00,0,,True
TX-000228,ACC-00602,ACC-00974,20.17,2026-08-16 15:00:00,0,,True
TX-000229,ACC-00842,ACC-00276,292.36,2026-08-17 07:00:00,0,,True
TX-000230,ACC-00482,ACC-00532,329.24,2026-08-12 04:00:00,0,,True
TX-000231,ACC-00186,ACC-00600,223.58,2026-08-14 21:00:00,0,,True
TX-000232,ACC-00993,ACC-00094,240.31,2026-08-28 02:00:00,0,,True
TX-000233,ACC-00329,ACC-00687,61.25,2026-09-05 02:00:00,0,,True
TX-000234,ACC-00422,ACC-00711,252.78,2026-08-20 00:00:00,0,,True
TX-000235,ACC-00834,ACC-00779,279.55,2026-08-27 10:00:00,0,,True
TX-000236,ACC-00323,ACC-00259,168.4,2026-08-17 00:00:00,0,,True
TX-000237,ACC-00886,ACC-00527,414.21,2026-09-09 15:00:00,0,,True
TX-000238,ACC-00891,ACC-00556,236.37,2026-09-09 06:00:00,0,,True
TX-000239,ACC-00531,ACC-00371,315.09,2026-08-25 16:00:00,0,,True
TX-000240,ACC-00453,ACC-00779,35.29,2026-09-01 19:00:00,0,,True
TX-000241,ACC-00135,ACC-00950,151.13,2026-08-12 14:00:00,0,,True
TX-000242,ACC-00497,ACC-00125,24.15,2026-08-20 17:00:00,0,,True
TX-000243,ACC-00819,ACC-00246,357.79,2026-08-31 19:00:00,0,,True
TX-000244,ACC-00015,ACC-00566,209.92,2026-09-03 09:00:00,0,,True
TX-000245,ACC-00473,ACC-00970,67.56,2026-08-15 08:00:00,0,,True
TX-000246,ACC-00511,ACC-00956,361.14,2026-08-24 14:00:00,0,,True
TX-000247,ACC-00280,ACC-00426,419.01,2026-08-26 05:00:00,0,,True
TX-000248,ACC-00468,ACC-00565,80.87,2026-09-03 17:00:00,0,,True
TX-000249,ACC-00521,ACC-00765,440.87,2026-08-14 10:00:00,0,,True
TX-000250,ACC-00283,ACC-00792,397.1,2026-08-28 02:00:00,0,,True
TX-000251,ACC-00957,ACC-00807,258.79,2026-08-15 12:00:00,0,,True
TX-000252,ACC-00290,ACC-00744,156.29,2026-08-22 18:00:00,0,,True
TX-000253,ACC-00676,ACC-00502,433.98,2026-08-26 19:00:00,0,,True
TX-000254,ACC-00496,ACC-00354,172.9,2026-08-16 19:00:00,0,,True
TX-000255,ACC-00387,ACC-00467,467.1,2026-08-14 06:00:00,0,,True
TX-000256,ACC-00715,ACC-00245,290.18,2026-09-02 23:00:00,0,,True
TX-000257,ACC-00045,ACC-00326,374.91,2026-08-19 00:00:00,0,,True
TX-000258,ACC-00396,ACC-00680,398.27,2026-08-21 08:00:00,0,,True
TX-000259,ACC-00508,ACC-00988,28.14,2026-08-24 18:00:00,0,,True
TX-000260,ACC-00340,ACC-00891,59.18,2026-08-13 22:00:00,0,,True
TX-000261,ACC-00103,ACC-00539,456.12,2026-09-09 13:00:00,0,,True
TX-000262,ACC-00148,ACC-00420,436.76,2026-09-06 10:00:00,0,,True
TX-000263,ACC-00481,ACC-00801,484.91,2026-08-30 17:00:00,0,,True
TX-000264,ACC-00710,ACC-00408,328.42,2026-08-14 02:00:00,0,,True
TX-000265,ACC-00873,ACC-00691,431.08,2026-08-29 02:00:00,0,,True
TX-000266,ACC-00642,ACC-00736,444.84,2026-08-25 19:00:00,0,,True
TX-000267,ACC-00037,ACC-00633,43.53,2026-08-20 15:00:00,0,,True
TX-000268,ACC-00944,ACC-00295,498.74,2026-08-18 10:00:00,0,,True
TX-000269,ACC-00445,ACC-00101,382.58,2026-08-19 09:00:00,0,,True
TX-000270,ACC-00455,ACC-00171,350.06,2026-08-13 12:00:00,0,,True
TX-000271,ACC-00048,ACC-00333,400.11,2026-09-01 01:00:00,0,,True
TX-000272,ACC-00384,ACC-00442,81.33,2026-08-24 23:00:00,0,,True
TX-000273,ACC-00580,ACC-00699,398.33,2026-09-05 07:00:00,0,,True
TX-000274,ACC-00081,ACC-00625,436.71,2026-08-21 15:00:00,0,,True
TX-000275,ACC-00247,ACC-00510,457.29,2026-09-06 05:00:00,0,,True
TX-000276,ACC-00473,ACC-00654,134.45,2026-09-01 15:00:00,0,,True
TX-000277,ACC-00010,ACC-00921,404.27,2026-08-13 03:00:00,0,,True
TX-000278,ACC-00694,ACC-00560,87.41,2026-08-27 01:00:00,0,,True
TX-000279,ACC-00602,ACC-00307,323.08,2026-08-27 14:00:00,0,,True
TX-000280,ACC-00257,ACC-00468,424.2,2026-09-04 00:00:00,0,,True
TX-000281,ACC-00874,ACC-00495,62.26,2026-08-28 18:00:00,0,,True
TX-000282,ACC-00368,ACC-00589,154.98,2026-08-19 03:00:00,0,,True
TX-000283,ACC-00023,ACC-00850,332.53,2026-09-02 12:00:00,0,,True
TX-000284,ACC-00580,ACC-00886,346.04,2026-08-18 11:00:00,0,,True
TX-000285,ACC-00933,ACC-00621,375.13,2026-08-15 03:00:00,0,,True
TX-000286,ACC-00795,ACC-00819,122.76,2026-08-16 01:00:00,0,,True
TX-000287,ACC-00225,ACC-00652,103.16,2026-09-01 15:00:00,0,,True
TX-000288,ACC-00774,ACC-00739,386.06,2026-08-20 08:00:00,0,,True
TX-000289,ACC-00644,ACC-00100,452.67,2026-08-21 11:00:00,0,,True
TX-000290,ACC-00317,ACC-00808,226.0,2026-08-23 01:00:00,0,,True
TX-000291,ACC-00750,ACC-00135,54.17,2026-09-01 02:00:00,0,,True
TX-000292,ACC-00766,ACC-00426,96.06,2026-09-05 19:00:00,0,,True
TX-000293,ACC-00898,ACC-00995,189.27,2026-08-25 04:00:00,0,,True
TX-000294,ACC-00851,ACC-00169,135.92,2026-08-14 21:00:00,0,,True
TX-000295,ACC-00991,ACC-00826,154.62,2026-08-14 02:00:00,0,,True
TX-000296,ACC-00824,ACC-00118,239.48,2026-09-08 08:00:00,0,,True
TX-000297,ACC-00773,ACC-00990,120.55,2026-08-19 13:00:00,0,,True
TX-000298,ACC-00691,ACC-00407,483.96,2026-08-15 19:00:00,0,,True
TX-000299,ACC-00375,ACC-00093,397.43,2026-09-10 04:00:00,0,,True
TX-000300,ACC-00550,ACC-00127,232.85,2026-08-19 13:00:00,0,,True
TX-000301,ACC-00689,ACC-00269,296.43,2026-08-14 16:00:00,0,,True
TX-000302,ACC-00963,ACC-00381,63.09,2026-09-02 21:00:00,0,,True
TX-000303,ACC-00026,ACC-00635,443.28,2026-08-24 02:00:00,0,,True
TX-000304,ACC-00938,ACC-00625,118.47,2026-09-07 16:00:00,0,,True
TX-000305,ACC-00844,ACC-00476,455.6,2026-08-31 16:00:00,0,,True
TX-000306,ACC-00419,ACC-00120,78.49,2026-08-11 11:00:00,0,,True
TX-000307,ACC-00312,ACC-00505,66.9,2026-09-02 19:00:00,0,,True
TX-000308,ACC-00139,ACC-00398,232.29,2026-08-19 13:00:00,0,,True
TX-000309,ACC-00714,ACC-00969,274.69,2026-08-22 13:00:00,0,,True
TX-000310,ACC-00745,ACC-00159,443.85,2026-08-21 09:00:00,0,,True
TX-000311,ACC-00854,ACC-00502,311.67,2026-08-11 04:00:00,0,,True
TX-000312,ACC-00034,ACC-00707,191.56,2026-08-26 22:00:00,0,,True
TX-000313,ACC-00974,ACC-00242,429.17,2026-09-06 15:00:00,0,,True
TX-000314,ACC-00377,ACC-00558,451.83,2026-08-21 01:00:00,0,,True
TX-000315,ACC-00063,ACC-00408,145.18,2026-08-11 09:00:00,0,,True
TX-000316,ACC-00972,ACC-00869,413.85,2026-09-07 15:00:00,0,,True
TX-000317,ACC-00218,ACC-00658,323.35,2026-09-10 11:00:00,0,,True
TX-000318,ACC-00806,ACC-00342,129.35,2026-09-05 18:00:00,0,,True
TX-000319,ACC-00211,ACC-00071,416.61,2026-08-24 06:00:00,0,,True
TX-000320,ACC-00601,ACC-00222,408.4,2026-09-03 02:00:00,0,,True
TX-000321,ACC-00793,ACC-00152,396.44,2026-08-22 12:00:00,0,,True
TX-000322,ACC-00284,ACC-00880,492.17,2026-09-05 19:00:00,0,,True
TX-000323,ACC-00257,ACC-00818,95.5,2026-08-20 12:00:00,0,,True
TX-000324,ACC-00135,ACC-00016,185.54,2026-08-16 05:00:00,0,,True
TX-000325,ACC-00603,ACC-00332,17.73,2026-09-02 11:00:00,0,,True
TX-000326,ACC-00130,ACC-00760,216.27,2026-09-06 13:00:00,0,,True
TX-000327,ACC-00066,ACC-00488,229.65,2026-08-29 20:00:00,0,,True
TX-000328,ACC-00608,ACC-00112,231.48,2026-09-02 17:00:00,0,,True
TX-000329,ACC-00045,ACC-00745,393.78,2026-08-13 15:00:00,0,,True
TX-000330,ACC-00534,ACC-00309,234.44,2026-08-11 12:00:00,0,,True
TX-000331,ACC-00063,ACC-00491,425.18,2026-08-27 15:00:00,0,,True
