case_id,account_id,fraud_amount,timestamp,is_synthetic
C10142,ACC-01488,13214.21,2026-08-16 15:00:00,True
C10143,ACC-04131,46384.29,2026-08-23 11:00:00,True
C10144,ACC-02402,7882.18,2026-08-18 21:00:00,True
C10145,ACC-00018,24336.33,2026-08-28 19:00:00,True
C10146,ACC-06008,11226.34,2026-08-25 01:00:00,True
C10147,ACC-05499,9420.41,2026-08-25 16:00:00,True
C10148,ACC-07092,7670.56,2026-09-09 06:00:00,True
C10149,ACC-07590,9381.16,2026-09-06 03:00:00,True
C10150,ACC-04204,6214.26,2026-08-18 21:00:00,True
C10151,ACC-00126,12993.14,2026-08-20 17:00:00,True
C10152,ACC-05651,8107.5,2026-08-19 07:00:00,True
C10153,ACC-01247,88352.99,2026-09-09 19:00:00,True
C10154,ACC-00789,7671.73,2026-08-30 20:00:00,True
C10155,ACC-01345,12260.51,2026-09-10 03:00:00,True
C10156,ACC-07635,10799.23,2026-08-14 18:00:00,True
C10157,ACC-03783,13652.61,2026-08-19 21:00:00,True
C10158,ACC-05788,9843.41,2026-08-26 19:00:00,True
C10159,ACC-03807,12628.73,2026-08-30 19:00:00,True
C10160,ACC-07840,14328.52,2026-08-28 22:00:00,True
C10161,ACC-01149,14807.75,2026-08-14 06:00:00,True
C10162,ACC-01021,8829.71,2026-09-02 18:00:00,True
C10163,ACC-05641,5436.47,2026-08-13 23:00:00,True
C10164,ACC-07094,12052.28,2026-08-17 21:00:00,True
C10165,ACC-04012,8860.79,2026-08-16 00:00:00,True
C10166,ACC-01511,14808.18,2026-08-19 16:00:00,True
C10167,ACC-05905,6262.46,2026-08-26 11:00:00,True
C10168,ACC-07232,88141.22,2026-08-23 02:00:00,True
C10169,ACC-03836,13593.42,2026-08-13 15:00:00,True
C10170,ACC-06844,50603.54,2026-08-29 02:00:00,True
C10171,ACC-00161,9976.67,2026-08-20 05:00:00,True
C10172,ACC-06395,7321.88,2026-08-23 08:00:00,True
C10173,ACC-05066,9595.7,2026-08-21 04:00:00,True
C10174,ACC-05188,13989.09,2026-08-20 12:00:00,True
C10175,ACC-02502,11776.11,2026-08-27 03:00:00,True
C10176,ACC-05449,9417.3,2026-09-05 10:00:00,True
C10177,ACC-03404,7991.54,2026-08-29 18:00:00,True
C10178,ACC-06226,7500.98,2026-08-27 14:00:00,True
C10179,ACC-04618,6992.17,2026-08-14 03:00:00,True
C10180,ACC-03057,6066.53,2026-08-28 21:00:00,True
C10181,ACC-02085,8589.59,2026-08-28 18:00:00,True
C10182,ACC-05361,92272.3,2026-08-31 14:00:00,True
C10183,ACC-06852,8089.33,2026-08-21 11:00:00,True
C10184,ACC-06100,10795.74,2026-08-27 11:00:00,True
C10185,ACC-01084,5901.33,2026-08-18 08:00:00,True
C10186,ACC-06894,12474.81,2026-09-01 02:00:00,True
C10187,ACC-00320,31260.56,2026-09-05 06:00:00,True
C10188,ACC-07005,12242.17,2026-09-02 15:00:00,True
C10189,ACC-00742,8657.75,2026-08-28 19:00:00,True
C10190,ACC-02775,5139.19,2026-08-16 00:00:00,True
C10191,ACC-01224,9547.86,2026-08-24 09:00:00,True
C10192,ACC-01834,72393.75,2026-08-19 13:00:00,True
C10193,ACC-00725,11156.52,2026-08-14 21:00:00,True
C10194,ACC-05502,11902.81,2026-09-02 11:00:00,True
C10195,ACC-03740,9446.96,2026-09-03 22:00:00,True
C10196,ACC-00638,5993.55,2026-09-03 01:00:00,True
C10197,ACC-03630,10444.66,2026-08-20 01:00:00,True
C10198,ACC-03476,5605.5,2026-08-21 01:00:00,True
C10199,ACC-06979,14682.07,2026-09-02 06:00:00,True
C10200,ACC-05868,5916.73,2026-08-13 22:00:00,True
C10201,ACC-05812,11394.93,2026-09-03 16:00:00,True
C10202,ACC-04257,12867.95,2026-09-10 11:00:00,True
C10203,ACC-02382,12869.78,2026-09-03 08:00:00,True
C10204,ACC-07145,13298.18,2026-09-04 10:00:00,True
C10205,ACC-03769,10863.83,2026-08-24 06:00:00,True
C10206,ACC-01403,8285.6,2026-08-15 05:00:00,True
C10207,ACC-04899,5028.36,2026-09-05 17:00:00,True
C10208,ACC-02687,14875.27,2026-08-14 08:00:00,True
C10209,ACC-01905,12985.14,2026-08-24 04:00:00,True
C10210,ACC-00583,13664.48,2026-09-06 15:00:00,True
C10211,ACC-01030,8582.42,2026-09-06 12:00:00,True
C10212,ACC-01459,26463.24,2026-08-16 05:00:00,True
C10213,ACC-02067,5656.82,2026-08-22 08:00:00,True
C10214,ACC-03485,11330.77,2026-09-01 17:00:00,True
C10215,ACC-07525,8251.85,2026-08-23 14:00:00,True
C10216,ACC-06786,74945.68,2026-08-21 20:00:00,True
C10217,ACC-01927,5912.25,2026-08-26 10:00:00,True
C10218,ACC-06171,9318.77,2026-09-08 10:00:00,True
C10219,ACC-02549,49404.88,2026-08-17 13:00:00,True
C10220,ACC-01639,10741.0,2026-08-17 04:00:00,True
C10221,ACC-03495,13451.55,2026-08-15 23:00:00,True
C10222,ACC-02285,11135.73,2026-08-16 17:00:00,True
C10223,ACC-00513,5262.54,2026-08-20 19:00:00,True
C10224,ACC-04603,7674.48,2026-08-19 14:00:00,True
C10225,ACC-07798,12026.99,2026-09-05 04:00:00,True
C10226,ACC-00288,8510.23,2026-09-01 02:00:00,True
C10227,ACC-02748,10663.21,2026-09-05 08:00:00,True
C10228,ACC-02111,6418.75,2026-08-29 10:00:00,True
C10229,ACC-04026,5917.58,2026-08-21 12:00:00,True
C10230,ACC-04785,8761.94,2026-08-25 06:00:00,True
C10231,ACC-09999,37245.52,2026-08-27 02:00:00,True
C10232,ACC-05299,8451.73,2026-08-25 09:00:00,True
C10233,ACC-03715,65871.97,2026-09-07 03:00:00,True
C10234,ACC-06910,9176.94,2026-08-18 16:00:00,True
C10235,ACC-07355,5208.57,2026-09-07 00:00:00,True
C10236,ACC-01325,13013.22,2026-08-31 07:00:00,True
C10237,ACC-03988,13320.26,2026-08-21 22:00:00,True
C10238,ACC-01069,80817.22,2026-08-30 10:00:00,True
C10239,ACC-00773,6771.46,2026-08-21 10:00:00,True
C10240,ACC-04628,9941.17,2026-08-16 16:00:00,True
C10241,ACC-06260,12598.77,2026-08-16 18:00:00,True
C10242,ACC-03685,14241.54,2026-08-26 15:00:00,True
C10243,ACC-03840,11352.98,2026-08-22 16:00:00,True
C10244,ACC-06604,13642.47,2026-08-22 02:00:00,True
C10245,ACC-00276,98189.48,2026-08-21 02:00:00,True
C10246,ACC-06234,24189.24,2026-09-07 17:00:00,True
C10247,ACC-00903,8346.49,2026-08-20 16:00:00,True
C10248,ACC-01432,10579.63,2026-08-31 09:00:00,True
C10249,ACC-00457,7519.96,2026-08-29 03:00:00,True
C10250,ACC-07912,14644.1,2026-08-13 15:00:00,True
C10251,ACC-01883,8333.62,2026-08-22 08:00:00,True
C10252,ACC-02513,6414.28,2026-08-22 15:00:00,True
C10253,ACC-04623,14676.97,2026-08-30 03:00:00,True
C10254,ACC-06423,8919.58,2026-08-18 15:00:00,True
C10255,ACC-06725,14380.02,2026-08-21 14:00:00,True
C10256,ACC-07624,8766.79,2026-08-31 19:00:00,True
C10257,ACC-01610,13131.85,2026-08-16 02:00:00,True
C10258,ACC-02919,13289.59,2026-08-19 14:00:00,True
C10259,ACC-04504,14124.48,2026-08-17 15:00:00,True
C10260,ACC-03337,68847.63,2026-09-07 16:00:00,True
C10261,ACC-03798,61272.75,2026-08-16 13:00:00,True
C10262,ACC-04696,5838.75,2026-09-07 03:00:00,True
C10263,ACC-00612,9493.19,2026-09-05 04:00:00,True
C10264,ACC-01131,13310.47,2026-08-25 08:00:00,True
C10265,ACC-03547,21520.31,2026-09-08 05:00:00,True
C10266,ACC-05599,10488.04,2026-09-04 08:00:00,True
C10267,ACC-02720,10277.72,2026-08-17 17:00:00,True
C10268,ACC-07673,7376.4,2026-09-07 03:00:00,True
C10269,ACC-04572,7384.4,2026-09-07 11:00:00,True
C10270,ACC-01821,9571.14,2026-08-20 17:00:00,True
C10271,ACC-01159,10967.39,2026-09-06 21:00:00,True
C10272,ACC-00277,10153.76,2026-09-09 16:00:00,True
C10273,ACC-04395,51236.3,2026-09-02 14:00:00,True
C10274,ACC-05323,85232.49,2026-08-26 11:00:00,True
C10275,ACC-04655,5366.21,2026-08-26 04:00:00,True
C10276,ACC-01790,26314.16,2026-08-21 06:00:00,True
C10277,ACC-05438,71613.03,2026-08-22 07:00:00,True
C10278,ACC-03471,14494.67,2026-08-30 00:00:00,True
C10279,ACC-02150,6534.38,2026-09-08 17:00:00,True
C10280,ACC-03772,8720.13,2026-08-27 01:00:00,True
C10281,ACC-00939,76763.24,2026-08-17 10:00:00,True
C10282,ACC-02623,7903.62,2026-08-23 19:00:00,True
C10283,ACC-03298,12118.09,2026-09-01 07:00:00,True
C10284,ACC-03043,6740.91,2026-08-18 16:00:00,True
C10285,ACC-00765,7242.42,2026-08-29 20:00:00,True
C10286,ACC-02903,7367.36,2026-09-04 08:00:00,True
C10287,ACC-01448,90236.81,2026-08-26 12:00:00,True
C10288,ACC-07116,11397.94,2026-08-16 19:00:00,True
C10289,ACC-01225,9326.18,2026-09-05 08:00:00,True
C10290,ACC-02872,13313.91,2026-08-14 11:00:00,True
C10291,ACC-06402,8041.25,2026-08-25 08:00:00,True
C10292,ACC-01899,14347.38,2026-09-05 02:00:00,True
C10293,ACC-05500,14474.83,2026-09-03 01:00:00,True
C10294,ACC-03909,13459.34,2026-08-25 03:00:00,True
C10295,ACC-01694,25837.84,2026-09-02 06:00:00,True
C10296,ACC-04347,9396.05,2026-09-09 07:00:00,True
C10297,ACC-02363,7040.23,2026-08-25 22:00:00,True
C10298,ACC-07824,8125.82,2026-08-22 08:00:00,True
C10299,ACC-07082,12342.0,2026-08-19 02:00:00,True
C10300,ACC-06606,14753.74,2026-08-14 01:00:00,True
C10301,ACC-01547,10149.8,2026-09-06 01:00:00,True
C10302,ACC-02868,7417.38,2026-09-07 02:00:00,True
C10303,ACC-03405,48231.61,2026-09-07 04:00:00,True
C10304,ACC-05891,9948.94,2026-09-09 03:00:00,True
C10305,ACC-00864,11725.21,2026-08-14 16:00:00,True
C10306,ACC-03346,5081.77,2026-08-31 19:00:00,True
C10307,ACC-00342,99127.26,2026-09-06 23:00:00,True
C10308,ACC-06443,6188.11,2026-08-19 17:00:00,True
C10309,ACC-00858,8731.98,2026-09-07 00:00:00,True
C10310,ACC-07394,65033.94,2026-08-30 19:00:00,True
C10311,ACC-02374,8683.58,2026-08-26 12:00:00,True
C10312,ACC-03574,14798.98,2026-08-20 09:00:00,True
C10313,ACC-01749,12967.55,2026-08-23 03:00:00,True
C10314,ACC-02732,11292.6,2026-08-17 14:00:00,True
C10315,ACC-06840,7655.3,2026-08-21 21:00:00,True
C10316,ACC-04210,56773.08,2026-08-20 18:00:00,True
C10317,ACC-02213,10462.73,2026-08-24 02:00:00,True
C10318,ACC-02771,11807.46,2026-08-19 13:00:00,True
C10319,ACC-03870,7643.62,2026-08-15 14:00:00,True
C10320,ACC-01202,14573.37,2026-08-26 06:00:00,True
C10321,ACC-01673,7984.99,2026-09-01 19:00:00,True
C10322,ACC-03249,12049.01,2026-09-01 03:00:00,True
C10323,ACC-01066,30981.84,2026-08-18 14:00:00,True
C10324,ACC-02352,10868.3,2026-08-21 13:00:00,True
C10325,ACC-04509,11698.34,2026-09-03 11:00:00,True
C10326,ACC-07112,11379.45,2026-08-25 05:00:00,True
C10327,ACC-07127,9133.01,2026-09-09 09:00:00,True
C10328,ACC-00669,6005.45,2026-08-18 21:00:00,True
C10329,ACC-06712,5051.81,2026-08-17 08:00:00,True
C10330,ACC-02456,9069.07,2026-08-24 07:00:00,True
C10331,ACC-09999,11505.39,2026-08-25 21:00:00,True
C10332,ACC-00475,8211.68,2026-08-17 03:00:00,True
C10333,ACC-04017,34904.93,2026-08-21 11:00:00,True
C10334,ACC-07327,13767.43,2026-08-18 03:00:00,True
C10335,ACC-06708,10679.62,2026-09-10 03:00:00,True
C10336,ACC-05566,7845.62,2026-09-07 02:00:00,True
C10337,ACC-01622,10243.19,2026-08-20 19:00:00,True
C10338,ACC-03981,9680.21,2026-09-05 20:00:00,True
C10339,ACC-00667,39843.77,2026-09-04 09:00:00,True
C10340,ACC-00045,7355.21,2026-09-02 00:00:00,True
C10341,ACC-02548,14540.35,2026-08-17 04:00:00,True
C10342,ACC-07728,12228.83,2026-08-31 18:00:00,True
C10343,ACC-06219,11536.83,2026-09-10 04:00:00,True
C10344,ACC-01158,5621.24,2026-08-19 05:00:00,True
C10345,ACC-04792,8068.06,2026-09-06 22:00:00,True
C10346,ACC-03457,10025.2,2026-08-28 15:00:00,True
C10347,ACC-07240,11902.9,2026-08-19 03:00:00,True
C10348,ACC-00873,8675.44,2026-08-21 03:00:00,True
C10349,ACC-01605,14573.61,2026-09-03 05:00:00,True
C10350,ACC-00705,9549.79,2026-08-26 08:00:00,True
C10351,ACC-01712,59106.24,2026-08-22 01:00:00,True
C10352,ACC-04586,13086.92,2026-08-24 22:00:00,True
C10353,ACC-02299,10132.48,2026-08-27 08:00:00,True
C10354,ACC-02863,5577.37,2026-08-26 18:00:00,True
C10355,ACC-00847,13069.15,2026-08-26 15:00:00,True
C10356,ACC-05722,8959.49,2026-08-18 12:00:00,True
C10357,ACC-01058,12458.04,2026-08-15 12:00:00,True
C10358,ACC-07409,30834.31,2026-08-23 10:00:00,True
C10359,ACC-05699,11458.81,2026-08-20 13:00:00,True
C10360,ACC-03446,14928.57,2026-08-28 01:00:00,True
C10361,ACC-00134,13696.2,2026-08-28 22:00:00,True
C10362,ACC-06935,5802.5,2026-08-29 00:00:00,True
C10363,ACC-03892,6329.9,2026-08-19 19:00:00,True
C10364,ACC-05179,6186.33,2026-08-14 01:00:00,True
C10365,ACC-06316,10288.43,2026-08-24 00:00:00,True
C10366,ACC-04399,13348.22,2026-08-18 05:00:00,True
C10367,ACC-01406,14784.91,2026-08-17 12:00:00,True
C10368,ACC-07816,12190.94,2026-08-26 15:00:00,True
C10369,ACC-03790,8792.76,2026-08-27 19:00:00,True
C10370,ACC-07893,67833.41,2026-09-03 05:00:00,True
C10371,ACC-02419,7369.04,2026-08-20 02:00:00,True
C10372,ACC-04002,10212.51,2026-09-05 15:00:00,True
C10373,ACC-07855,7751.54,2026-08-28 03:00:00,True
C10374,ACC-06413,13797.14,2026-08-23 18:00:00,True
C10375,ACC-04681,11787.5,2026-09-04 16:00:00,True
C10376,ACC-06578,5468.84,2026-08-23 21:00:00,True
C10377,ACC-03430,11713.43,2026-08-29 16:00:00,True
C10378,ACC-07701,87770.67,2026-08-15 20:00:00,True
C10379,ACC-00562,12245.85,2026-09-07 19:00:00,True
C10380,ACC-03872,7684.62,2026-09-04 11:00:00,True
C10381,ACC-07175,11029.22,2026-08-19 17:00:00,True
C10382,ACC-05211,6881.63,2026-08-14 10:00:00,True
C10383,ACC-07605,12243.05,2026-08-16 18:00:00,True
C10384,ACC-01965,9793.94,2026-08-24 06:00:00,True
C10385,ACC-03647,8031.88,2026-08-14 02:00:00,True
C10386,ACC-06192,14371.6,2026-09-10 06:00:00,True
C10387,ACC-07790,12468.79,2026-08-18 09:00:00,True
C10388,ACC-06661,14144.41,2026-08-16 21:00:00,True
C10389,ACC-04203,49656.39,2026-08-18 17:00:00,True
C10390,ACC-07014,87125.48,2026-08-28 11:00:00,True
C10391,ACC-05628,5485.14,2026-09-07 15:00:00,True
C10392,ACC-07456,6374.92,2026-09-09 23:00:00,True
C10393,ACC-01985,5679.68,2026-08-21 05:00:00,True
C10394,ACC-05339,92781.87,2026-09-06 12:00:00,True
C10395,ACC-05719,10243.85,2026-09-07 09:00:00,True
C10396,ACC-03154,11197.81,2026-09-03 06:00:00,True
C10397,ACC-06243,7673.25,2026-09-02 01:00:00,True
C10398,ACC-01255,8730.52,2026-08-29 10:00:00,True
C10399,ACC-02581,10650.02,2026-08-28 22:00:00,True
C10400,ACC-01088,7999.75,2026-08-19 05:00:00,True
C10401,ACC-00674,11537.36,2026-08-15 10:00:00,True
C10402,ACC-02220,12595.86,2026-08-13 16:00:00,True
C10403,ACC-04908,8792.64,2026-09-08 00:00:00,True
C10404,ACC-03482,5561.15,2026-08-23 21:00:00,True
C10405,ACC-06517,6713.84,2026-09-09 14:00:00,True
C10406,ACC-03449,11449.07,2026-08-25 23:00:00,True
C10407,ACC-02725,14773.29,2026-08-30 18:00:00,True
C10408,ACC-03513,14191.52,2026-09-06 20:00:00,True
C10409,ACC-04918,14012.73,2026-09-03 06:00:00,True
C10410,ACC-07125,9755.0,2026-08-18 18:00:00,True
C10411,ACC-01073,11844.29,2026-09-09 10:00:00,True
C10412,ACC-05766,10635.1,2026-09-01 19:00:00,True
C10413,ACC-04806,14287.66,2026-09-09 07:00:00,True
C10414,ACC-07811,14614.69,2026-08-31 12:00:00,True
C10415,ACC-01811,12522.54,2026-08-23 08:00:00,True
C10416,ACC-01386,54967.06,2026-08-19 00:00:00,True
C10417,ACC-06879,8405.93,2026-08-15 10:00:00,True
C10418,ACC-02493,14548.58,2026-08-16 17:00:00,True
C10419,ACC-04961,43630.36,2026-08-29 02:00:00,True
C10420,ACC-02459,5735.07,2026-09-02 14:00:00,True
C10421,ACC-03944,8800.0,2026-09-02 08:00:00,True
C10422,ACC-06405,6542.77,2026-08-15 16:00:00,True
C10423,ACC-05620,8607.0,2026-08-29 02:00:00,True
C10424,ACC-06175,14429.6,2026-09-08 12:00:00,True
C10425,ACC-03687,12613.46,2026-08-27 01:00:00,True
C10426,ACC-05004,51023.96,2026-09-07 08:00:00,True
C10427,ACC-04098,69615.38,2026-09-07 13:00:00,True
C10428,ACC-01252,9402.23,2026-08-16 02:00:00,True
C10429,ACC-07707,14742.25,2026-08-27 16:00:00,True
C10430,ACC-02634,8206.65,2026-09-06 03:00:00,True
C10431,ACC-04691,9790.1,2026-08-19 06:00:00,True
C10432,ACC-03503,25532.69,2026-09-05 00:00:00,True
C10433,ACC-05334,11729.78,2026-08-13 23:00:00,True
C10434,ACC-03664,8028.33,2026-09-05 16:00:00,True
C10435,ACC-04190,6541.43,2026-09-01 15:00:00,True
C10436,ACC-02986,5739.65,2026-08-28 00:00:00,True
C10437,ACC-06600,10822.44,2026-08-21 21:00:00,True
C10438,ACC-03833,14234.96,2026-08-23 20:00:00,True
C10439,ACC-05950,9183.01,2026-08-13 14:00:00,True
C10440,ACC-02440,12016.34,2026-09-09 01:00:00,True
C10441,ACC-05895,10938.2,2026-08-15 19:00:00,True
C10442,ACC-03767,12689.54,2026-09-08 09:00:00,True
C10443,ACC-01144,32059.59,2026-08-19 15:00:00,True
C10444,ACC-06111,6045.49,2026-09-09 21:00:00,True
C10445,ACC-06298,6160.69,2026-08-28 10:00:00,True
C10446,ACC-04188,8483.29,2026-08-18 08:00:00,True
C10447,ACC-07490,12842.7,2026-08-30 22:00:00,True
C10448,ACC-05175,8483.0,2026-08-24 21:00:00,True
