withdrawal_id,account_id,atm_id,amount,timestamp,is_fraud,case_id,is_synthetic
WD-000072,ACC-00003,ATM-103,2362.45,2026-08-24 08:00:00,0,,True
WD-000073,ACC-00100,ATM-070,490.14,2026-09-01 23:00:00,0,,True
WD-000074,ACC-00530,ATM-027,3957.66,2026-08-15 02:00:00,0,,True
WD-000075,ACC-00638,ATM-048,4603.67,2026-08-21 00:00:00,0,,True
WD-000076,ACC-00970,ATM-068,2774.98,2026-08-21 15:00:00,0,,True
WD-000077,ACC-00552,ATM-159,4043.36,2026-09-02 14:00:00,0,,True
WD-000078,ACC-00999,ATM-149,2039.56,2026-08-21 19:00:00,0,,True
WD-000079,ACC-00451,ATM-080,4658.52,2026-08-28 18:00:00,0,,True
WD-000080,ACC-00320,ATM-177,4473.36,2026-09-08 02:00:00,0,,True
WD-000081,ACC-00349,ATM-151,1379.97,2026-08-30 15:00:00,0,,True
WD-000082,ACC-00051,ATM-029,708.17,2026-09-05 13:00:00,0,,True
WD-000083,ACC-00614,ATM-174,984.85,2026-08-13 15:00:00,0,,True
WD-000084,ACC-00800,ATM-123,4973.95,2026-09-02 14:00:00,0,,True
WD-000085,ACC-00952,ATM-098,4456.85,2026-09-09 01:00:00,0,,True
WD-000086,ACC-00117,ATM-019,2424.96,2026-08-27 15:00:00,0,,True
WD-000087,ACC-00746,ATM-016,1212.64,2026-08-21 19:00:00,0,,True
WD-000088,ACC-00771,ATM-198,2820.67,2026-08-29 06:00:00,0,,True
WD-000089,ACC-00432,ATM-081,1317.91,2026-08-18 16:00:00,0,,True
WD-000090,ACC-00129,ATM-026,2621.87,2026-09-02 02:00:00,0,,True
WD-000091,ACC-00382,ATM-154,373.48,2026-08-26 12:00:00,0,,True
WD-000092,ACC-00051,ATM-007,3011.18,2026-08-20 18:00:00,0,,True
WD-000093,ACC-00309,ATM-035,1563.7,2026-08-23 04:00:00,0,,True
WD-000094,ACC-00184,ATM-013,1537.26,2026-08-29 00:00:00,0,,True
WD-000095,ACC-00699,ATM-071,3949.03,2026-08-17 19:00:00,0,,True
WD-000096,ACC-00629,ATM-112,2213.57,2026-08-28 11:00:00,0,,True
WD-000097,ACC-00335,ATM-112,1384.44,2026-09-10 03:00:00,0,,True
WD-000098,ACC-00323,ATM-109,4339.37,2026-08-25 22:00:00,0,,True
WD-000099,ACC-00349,ATM-138,4473.07,2026-08-22 22:00:00,0,,True
WD-000100,ACC-00802,ATM-079,3863.23,2026-08-11 05:00:00,0,,True
WD-000101,ACC-00197,ATM-130,4045.8,2026-09-09 23:00:00,0,,True
WD-000102,ACC-00134,ATM-063,4299.48,2026-08-30 04:00:00,0,,True
WD-000103,ACC-00819,ATM-104,4391.84,2026-08-16 08:00:00,0,,True
WD-000104,ACC-00875,ATM-163,1003.19,2026-08-28 02:00:00,0,,True
WD-000105,ACC-00718,ATM-075,365.54,2026-08-28 16:00:00,0,,True
WD-000106,ACC-00343,ATM-155,3080.38,2026-09-03 11:00:00,0,,True
WD-000107,ACC-00010,ATM-178,4666.39,2026-08-28 07:00:00,0,,True
WD-000108,ACC-00877,ATM-048,680.23,2026-09-06 03:00:00,0,,True
WD-000109,ACC-00186,ATM-196,4011.14,2026-08-27 21:00:00,0,,True
WD-000110,ACC-00711,ATM-169,2422.35,2026-08-29 08:00:00,0,,True
WD-000111,ACC-00783,ATM-081,3105.04,2026-08-29 12:00:00,0,,True
WD-000112,ACC-00107,ATM-021,966.7,2026-08-19 09:00:00,0,,True
WD-000113,ACC-00095,ATM-096,4562.52,2026-08-13 20:00:00,0,,True
WD-000114,ACC-00835,ATM-065,2713.7,2026-08-24 16:00:00,0,,True
WD-000115,ACC-00398,ATM-016,129.98,2026-08-12 19:00:00,0,,True
WD-000116,ACC-00016,ATM-028,2425.47,2026-08-25 00:00:00,0,,True
WD-000117,ACC-00493,ATM-183,2523.22,2026-08-24 08:00:00,0,,True
WD-000118,ACC-00201,ATM-021,947.16,2026-08-22 01:00:00,0,,True
WD-000119,ACC-00455,ATM-004,4661.83,2026-09-01 22:00:00,0,,True
WD-000120,ACC-00139,ATM-184,2101.89,2026-09-02 07:00:00,0,,True
WD-000121,ACC-00654,ATM-109,473.08,2026-08-18 09:00:00,0,,True
WD-000122,ACC-00942,ATM-043,362.01,2026-08-25 04:00:00,0,,True
WD-000123,ACC-00235,ATM-189,3822.64,2026-08-26 02:00:00,0,,True
WD-000124,ACC-00234,ATM-111,1794.02,2026-08-22 13:00:00,0,,True
WD-000125,ACC-00396,ATM-193,2708.22,2026-08-26 19:00:00,0,,True
WD-000126,ACC-00359,ATM-163,927.14,2026-09-01 20:00:00,0,,True
WD-000127,ACC-00180,ATM-080,726.79,2026-08-19 19:00:00,0,,True
WD-000128,ACC-00712,ATM-193,1239.55,2026-08-31 04:00:00,0,,True
WD-000129,ACC-00371,ATM-193,4901.75,2026-09-02 11:00:00,0,,True
WD-000130,ACC-00033,ATM-174,4728.41,2026-09-02 03:00:00,0,,True
WD-000131,ACC-00669,ATM-095,1497.51,2026-08-27 02:00:00,0,,True
WD-000132,ACC-00758,ATM-038,4362.36,2026-08-14 10:00:00,0,,True
WD-000133,ACC-00115,ATM-036,4727.88,2026-09-05 14:00:00,0,,True
WD-000134,ACC-00459,ATM-074,3871.78,2026-08-21 13:00:00,0,,True
WD-000135,ACC-00749,ATM-126,3442.64,2026-08-21 13:00:00,0,,True
WD-000136,ACC-00836,ATM-022,2308.68,2026-08-13 00:00:00,0,,True
WD-000137,ACC-00783,ATM-053,1290.19,2026-08-31 16:00:00,0,,True
WD-000138,ACC-00657,ATM-174,3737.08,2026-08-26 07:00:00,0,,True
WD-000139,ACC-00032,ATM-050,4351.29,2026-08-23 19:00:00,0,,True
WD-000140,ACC-00389,ATM-176,931.61,2026-09-07 21:00:00,0,,True
WD-000141,ACC-00363,ATM-183,161.82,2026-08-24 11:00:00,0,,True
WD-000142,ACC-00821,ATM-018,3073.03,2026-08-29 05:00:00,0,,True
WD-000143,ACC-00847,ATM-011,1349.16,2026-08-18 16:00:00,0,,True
WD-000144,ACC-00200,ATM-009,1994.4,2026-08-16 05:00:00,0,,True
WD-000145,ACC-00333,ATM-185,2772.06,2026-08-15 08:00:00,0,,True
WD-000146,ACC-00274,ATM-160,4479.59,2026-08-31 05:00:00,0,,True
WD-000147,ACC-00903,ATM-079,157.89,2026-08-13 14:00:00,0,,True
WD-000148,ACC-00807,ATM-163,3727.5,2026-08-25 10:00:00,0,,True
WD-000149,ACC-00733,ATM-102,2258.65,2026-08-25 03:00:00,0,,True
WD-000150,ACC-00527,ATM-018,4228.54,2026-08-30 07:00:00,0,,True
WD-000151,ACC-00286,ATM-066,1346.53,2026-08-20 01:00:00,0,,True
WD-000152,ACC-00268,ATM-068,2194.74,2026-08-14 19:00:00,0,,True
WD-000153,ACC-00216,ATM-137,4407.14,2026-08-19 10:00:00,0,,True
WD-000154,ACC-00487,ATM-155,3135.75,2026-08-26 14:00:00,0,,True
WD-000155,ACC-00804,ATM-142,625.05,2026-08-20 15:00:00,0,,True
WD-000156,ACC-00667,ATM-194,4560.71,2026-08-17 15:00:00,0,,True
WD-000157,ACC-00329,ATM-062,3253.88,2026-09-07 08:00:00,0,,True
WD-000158,ACC-00550,ATM-117,4805.69,2026-08-24 15:00:00,0,,True
WD-000159,ACC-00262,ATM-138,3703.17,2026-08-15 17:00:00,0,,True
WD-000160,ACC-00582,ATM-149,2185.37,2026-08-22 20:00:00,0,,True
WD-000161,ACC-00527,ATM-199,859.52,2026-08-12 14:00:00,0,,True
WD-000162,ACC-00614,ATM-016,1599.77,2026-08-30 21:00:00,0,,True
WD-000163,ACC-00593,ATM-180,750.94,2026-08-26 09:00:00,0,,True
WD-000164,ACC-00281,ATM-116,3437.02,2026-09-02 00:00:00,0,,True
WD-000165,ACC-00239,ATM-010,4070.1,2026-08-13 13:00:00,0,,True
WD-000166,ACC-00613,ATM-139,3763.73,2026-08-28 14:00:00,0,,True
WD-000167,ACC-00259,ATM-045,1412.22,2026-08-13 06:00:00,0,,True
WD-000168,ACC-00852,ATM-143,3278.62,2026-08-22 22:00:00,0,,True
WD-000169,ACC-00167,ATM-134,1253.78,2026-08-23 09:00:00,0,,True
WD-000170,ACC-00155,ATM-029,4928.12,2026-08-19 19:00:00,0,,True
WD-000171,ACC-00512,ATM-008,2020.3,2026-08-15 07:00:00,0,,True
WD-000172,ACC-00967,ATM-146,1129.44,2026-09-04 20:00:00,0,,True
WD-000173,ACC-00888,ATM-132,4628.35,2026-08-18 18:00:00,0,,True
WD-000174,ACC-00571,ATM-055,922.14,2026-09-07 11:00:00,0,,True
WD-000175,ACC-00836,ATM-030,173.02,2026-09-03 07:00:00,0,,True
WD-000176,ACC-00911,ATM-001,179.76,2026-08-18 20:00:00,0,,True
WD-000177,ACC-00396,ATM-119,2226.46,2026-09-07 11:00:00,0,,True
WD-000178,ACC-00932,ATM-008,2588.82,2026-08-20 17:00:00,0,,True
WD-000179,ACC-00688,ATM-143,4605.8,2026-08-19 21:00:00,0,,True
WD-000180,ACC-00733,ATM-099,696.34,2026-08-24 10:00:00,0,,True
WD-000181,ACC-00838,ATM-076,1027.82,2026-08-29 10:00:00,0,,True
WD-000182,ACC-00296,ATM-016,4594.62,2026-09-02 19:00:00,0,,True
WD-000183,ACC-00297,ATM-082,3284.39,2026-08-21 10:00:00,0,,True
WD-000184,ACC-00604,ATM-131,3800.07,2026-08-15 21:00:00,0,,True
WD-000185,ACC-00283,ATM-108,3936.89,2026-08-16 19:00:00,0,,True
WD-000186,ACC-00657,ATM-036,1055.44,2026-08-31 23:00:00,0,,True
WD-000187,ACC-00888,ATM-151,1650.32,2026-08-20 09:00:00,0,,True
WD-000188,ACC-00036,ATM-001,1072.92,2026-08-17 12:00:00,0,,True
WD-000189,ACC-00469,ATM-193,2080.96,2026-09-05 12:00:00,0,,True
WD-000190,ACC-00379,ATM-072,4722.95,2026-08-10 13:00:00,0,,True
WD-000191,ACC-00603,ATM-098,2243.92,2026-09-08 02:00:00,0,,True
WD-000192,ACC-00021,ATM-177,325.78,2026-08-27 15:00:00,0,,True
WD-000193,ACC-00400,ATM-109,1416.5,2026-09-08 12:00:00,0,,True
WD-000194,ACC-00927,ATM-166,2025.64,2026-08-30 03:00:00,0,,True
WD-000195,ACC-00889,ATM-023,3573.9,2026-08-19 05:00:00,0,,True
WD-000196,ACC-00289,ATM-001,4058.04,2026-08-24 02:00:00,0,,True
WD-000197,ACC-00103,ATM-103,3109.18,2026-08-11 18:00:00,0,,True
WD-000198,ACC-00276,ATM-198,3131.21,2026-09-08 20:00:00,0,,True
WD-000199,ACC-00630,ATM-004,1899.69,2026-08-24 06:00:00,0,,True
WD-000200,ACC-00441,ATM-108,2786.35,2026-08-31 19:00:00,0,,True
WD-000201,ACC-00145,ATM-097,2718.05,2026-08-22 18:00:00,0,,True
WD-000202,ACC-00637,ATM-104,880.6,2026-08-21 22:00:00,0,,True
WD-000203,ACC-00804,ATM-004,2686.98,2026-08-23 23:00:00,0,,True
WD-000204,ACC-00572,ATM-143,2648.19,2026-08-20 18:00:00,0,,True
WD-000205,ACC-00122,ATM-121,2692.78,2026-08-19 15:00:00,0,,True
WD-000206,ACC-00657,ATM-125,3929.79,2026-09-08 01:00:00,0,,True
WD-000207,ACC-00032,ATM-095,4033.97,2026-08-28 07:00:00,0,,True
WD-000208,ACC-00372,ATM-117,4235.08,2026-08-22 22:00:00,0,,True
WD-000209,ACC-00919,ATM-097,214.53,2026-08-22 05:00:00,0,,True
WD-000210,ACC-00130,ATM-006,4722.01,2026-09-05 23:00:00,0,,True
WD-000211,ACC-00903,ATM-180,3843.6,2026-08-29 22:00:00,0,,True
WD-000212,ACC-00870,ATM-162,2657.69,2026-08-24 07:00:00,0,,True
WD-000213,ACC-00390,ATM-004,1583.36,2026-09-07 19:00:00,0,,True
WD-000214,ACC-00876,ATM-002,3829.16,2026-08-12 18:00:00,0,,True
WD-000215,ACC-00378,ATM-036,4709.65,2026-08-15 22:00:00,0,,True
WD-000216,ACC-00370,ATM-086,2601.43,2026-08-11 09:00:00,0,,True
WD-000217,ACC-00472,ATM-125,2338.9,2026-08-19 10:00:00,0,,True
WD-000218,ACC-00688,ATM-192,776.05,2026-09-01 00:00:00,0,,True
WD-000219,ACC-00617,ATM-048,3941.89,2026-09-06 19:00:00,0,,True
WD-000220,ACC-00690,ATM-166,2801.99,2026-09-02 10:00:00,0,,True
WD-000221,ACC-00624,ATM-183,3001.88,2026-08-11 08:00:00,0,,True
WD-000222,ACC-00447,ATM-069,967.43,2026-09-05 17:00:00,0,,True
WD-000223,ACC-00966,ATM-123,1737.91,2026-08-23 10:00:00,0,,True
WD-000224,ACC-00461,ATM-014,4074.7,2026-08-13 04:00:00,0,,True
WD-000225,ACC-00739,ATM-188,1895.56,2026-08-12 08:00:00,0,,True
WD-000226,ACC-00108,ATM-142,1798.4,2026-09-01 01:00:00,0,,True
WD-000227,ACC-00498,ATM-012,1662.91,2026-08-16 20:00:00,0,,True
WD-000228,ACC-00130,ATM-001,4240.12,2026-09-06 08:00:00,0,,True
WD-000229,ACC-00865,ATM-094,2535.03,2026-09-09 14:00:00,0,,True
WD-000230,ACC-00589,ATM-005,4696.67,2026-09-09 10:00:00,0,,True
WD-000231,ACC-00648,ATM-103,1175.83,2026-08-19 02:00:00,0,,True
WD-000232,ACC-00420,ATM-071,4758.13,2026-08-27 07:00:00,0,,True
WD-000233,ACC-00217,ATM-035,1464.39,2026-08-13 21:00:00,0,,True
WD-000234,ACC-00182,ATM-129,898.48,2026-08-23 17:00:00,0,,True
WD-000235,ACC-00336,ATM-185,4438.85,2026-09-02 12:00:00,0,,True
WD-000236,ACC-00060,ATM-023,2478.83,2026-08-20 20:00:00,0,,True
WD-000237,ACC-00188,ATM-042,3475.35,2026-08-18 22:00:00,0,,True
WD-000238,ACC-00247,ATM-024,767.62,2026-08-28 10:00:00,0,,True
WD-000239,ACC-00399,ATM-139,4628.56,2026-08-16 01:00:00,0,,True
WD-000240,ACC-00007,ATM-124,422.96,2026-08-16 01:00:00,0,,True
WD-000241,ACC-00966,ATM-144,3243.25,2026-08-17 11:00:00,0,,True
WD-000242,ACC-00094,ATM-030,2914.37,2026-09-09 17:00:00,0,,True
WD-000243,ACC-00183,ATM-119,4440.95,2026-09-06 15:00:00,0,,True
WD-000244,ACC-00089,ATM-081,1011.06,2026-09-07 13:00:00,0,,True
WD-000245,ACC-00902,ATM-012,3744.95,2026-09-02 22:00:00,0,,True
WD-000246,ACC-00055,ATM-146,767.2,2026-09-09 11:00:00,0,,True
WD-000247,ACC-00474,ATM-019,4067.34,2026-08-23 02:00:00,0,,True
WD-000248,ACC-00697,ATM-004,122.56,2026-08-26 04:00:00,0,,True
WD-000249,ACC-00928,ATM-180,4166.89,2026-08-21 10:00:00,0,,True
WD-000250,ACC-00899,ATM-130,2912.61,2026-08-31 19:00:00,0,,True
WD-000251,ACC-00729,ATM-084,3525.72,2026-09-02 16:00:00,0,,True
WD-000252,ACC-00145,ATM-146,2657.32,2026-08-27 18:00:00,0,,True
WD-000253,ACC-00569,ATM-147,1145.36,2026-08-13 23:00:00,0,,True
WD-000254,ACC-00353,ATM-034,3016.37,2026-09-01 21:00:00,0,,True
WD-000255,ACC-00785,ATM-030,2125.76,2026-08-18 10:00:00,0,,True
WD-000256,ACC-00983,ATM-160,3985.85,2026-08-25 08:00:00,0,,True
WD-000257,ACC-00486,ATM-052,4043.39,2026-08-15 19:00:00,0,,True
WD-000258,ACC-00085,ATM-055,4518.31,2026-08-18 10:00:00,0,,True
WD-000259,ACC-00037,ATM-067,1728.22,2026-09-06 01:00:00,0,,True
WD-000260,ACC-00794,ATM-144,3353.54,2026-08-29 05:00:00,0,,True
WD-000261,ACC-00702,ATM-047,436.73,2026-08-13 03:00:00,0,,True
WD-000262,ACC-00219,ATM-187,1863.72,2026-09-01 20:00:00,0,,True
WD-000263,ACC-00783,ATM-062,1753.24,2026-08-12 08:00:00,0,,True
WD-000264,ACC-00431,ATM-136,396.33,2026-08-14 04:00:00,0,,True
WD-000265,ACC-00559,ATM-112,290.7,2026-08-27 22:00:00,0,,True
WD-000266,ACC-00199,ATM-151,2784.97,2026-08-19 04:00:00,0,,True
WD-000267,ACC-00913,ATM-077,4661.65,2026-08-25 06:00:00,0,,True
WD-000268,ACC-00561,ATM-078,4841.6,2026-08-31 05:00:00,0,,True
WD-000269,ACC-00392,ATM-162,4848.33,2026-09-01 00:00:00,0,,True
WD-000270,ACC-00937,ATM-036,2746.94,2026-08-31 02:00:00,0,,True
WD-000271,ACC-00055,ATM-115,4099.89,2026-08-12 04:00:00,0,,True
WD-000272,ACC-00722,ATM-013,2028.02,2026-08-26 17:00:00,0,,True
WD-000273,ACC-00344,ATM-091,492.3,2026-08-11 00:00:00,0,,True
WD-000274,ACC-00164,ATM-053,2866.4,2026-08-18 12:00:00,0,,True
WD-000275,ACC-00609,ATM-009,2750.13,2026-08-31 02:00:00,0,,True
WD-000276,ACC-00110,ATM-011,2517.58,2026-08-19 03:00:00,0,,True
WD-000277,ACC-00749,ATM-008,3363.8,2026-08-22 09:00:00,0,,True
WD-000278,ACC-00911,ATM-060,588.68,2026-09-08 09:00:00,0,,True
WD-000279,ACC-00474,ATM-200,2586.8,2026-08-29 09:00:00,0,,True
WD-000280,ACC-00616,ATM-176,193.57,2026-08-31 03:00:00,0,,True
WD-000281,ACC-00722,ATM-114,3441.69,2026-09-08 15:00:00,0,,True
WD-000282,ACC-00720,ATM-046,924.13,2026-09-10 00:00:00,0,,True
WD-000283,ACC-00735,ATM-159,1917.65,2026-09-03 02:00:00,0,,True
WD-000284,ACC-00838,ATM-069,3523.3,2026-09-07 15:00:00,0,,True
WD-000285,ACC-00182,ATM-001,4475.55,2026-08-20 08:00:00,0,,True
WD-000286,ACC-00187,ATM-113,4515.47,2026-08-15 18:00:00,0,,True
WD-000287,ACC-00366,ATM-016,151.82,2026-08-13 23:00:00,0,,True
WD-000288,ACC-00778,ATM-180,4602.97,2026-09-08 02:00:00,0,,True
WD-000289,ACC-00114,ATM-087,1151.53,2026-08-18 07:00:00,0,,True
WD-000290,ACC-00929,ATM-089,4836.4,2026-08-20 15:00:00,0,,True
WD-000291,ACC-00703,ATM-151,1372.19,2026-08-20 17:00:00,0,,True
WD-000292,ACC-00348,ATM-009,2246.5,2026-09-08 21:00:00,0,,True
WD-000293,ACC-00103,ATM-196,2270.42,2026-09-04 08:00:00,0,,True
WD-000294,ACC-00475,ATM-153,2798.65,2026-08-12 01:00:00,0,,True
WD-000295,ACC-00726,ATM-191,2990.45,2026-08-29 16:00:00,0,,True
WD-000296,ACC-00029,ATM-060,3365.49,2026-08-15 10:00:00,0,,True
WD-000297,ACC-00050,ATM-003,4914.58,2026-08-31 15:00:00,0,,True
WD-000298,ACC-00637,ATM-056,4852.19,2026-08-16 13:00:00,0,,True
WD-000299,ACC-00013,ATM-053,3481.14,2026-08-23 09:00:00,0,,True
WD-000300,ACC-00004,ATM-072,1806.23,2026-08-11 11:00:00,0,,True
WD-000301,ACC-00900,ATM-055,2199.2,2026-08-24 17:00:00,0,,True
WD-000302,ACC-00716,ATM-195,1492.64,2026-09-07 19:00:00,0,,True
WD-000303,ACC-00308,ATM-161,3105.81,2026-09-07 05:00:00,0,,True
WD-000304,ACC-00670,ATM-087,4414.45,2026-08-22 07:00:00,0,,True
WD-000305,ACC-00983,ATM-140,1859.95,2026-08-17 05:00:00,0,,True
WD-000306,ACC-00932,ATM-096,3461.52,2026-08-31 08:00:00,0,,True
WD-000307,ACC-00047,ATM-093,2000.82,2026-09-09 11:00:00,0,,True
WD-000308,ACC-00418,ATM-125,2890.03,2026-08-23 12:00:00,0,,True
WD-000309,ACC-00660,ATM-005,2049.14,2026-08-27 19:00:00,0,,True
WD-000310,ACC-00061,ATM-019,2779.0,2026-08-18 22:00:00,0,,True
WD-000311,ACC-00489,ATM-068,316.04,2026-08-19 05:00:00,0,,True
WD-000312,ACC-00491,ATM-129,1408.57,2026-08-20 08:00:00,0,,True
WD-000313,ACC-00734,ATM-056,3344.84,2026-08-23 03:00:00,0,,True
WD-000314,ACC-00315,ATM-149,3524.56,2026-08-30 05:00:00,0,,True
WD-000315,ACC-00022,ATM-001,2023.89,2026-08-27 00:00:00,0,,True
WD-000316,ACC-00777,ATM-041,1737.45,2026-09-10 06:00:00,0,,True
WD-000317,ACC-00165,ATM-163,1804.9,2026-09-10 10:00:00,0,,True
WD-000318,ACC-00506,ATM-055,4928.3,2026-08-31 04:00:00,0,,True
WD-000319,ACC-00134,ATM-101,999.86,2026-09-06 22:00:00,0,,True
WD-000320,ACC-00551,ATM-066,1000.47,2026-09-08 16:00:00,0,,True
WD-000321,ACC-00192,ATM-170,4740.42,2026-08-19 08:00:00,0,,True
WD-000322,ACC-00225,ATM-057,1607.8,2026-08-14 09:00:00,0,,True
WD-000323,ACC-00072,ATM-004,3712.42,2026-09-08 18:00:00,0,,True
WD-000324,ACC-00041,ATM-165,4485.65,2026-08-27 15:00:00,0,,True
WD-000325,ACC-00048,ATM-092,1297.0,2026-08-20 19:00:00,0,,True
WD-000326,ACC-00570,ATM-106,2601.14,2026-09-03 12:00:00,0,,True
WD-000327,ACC-00156,ATM-030,533.09,2026-08-28 22:00:00,0,,True
WD-000328,ACC-00226,ATM-035,3119.7,2026-09-10 03:00:00,0,,True
WD-000329,ACC-00918,ATM-174,1739.11,2026-08-11 22:00:00,0,,True
WD-000330,ACC-00343,ATM-194,4394.64,2026-08-22 19:00:00,0,,True
WD-000331,ACC-00809,ATM-140,2310.62,2026-08-13 18:00:00,0,,True
WD-000332,ACC-00882,ATM-048,529.86,2026-08-22 13:00:00,0,,True
